NTD ID,Agency Name,Reporter Type,Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
2R01-22958,"Township of Mahwah, Inc.",Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22959,Township of Monroe,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22960,Township of North Bergen Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22961,Township of Pemberton,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22962,Township of Pequannock,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22963,Township of Teaneck,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22964,Township of Washington,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22965,Borough of Fairview,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22966,Borough of Fort Lee,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22967,"Borough of Sayreville, Inc.",Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22968,City of Paterson,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22969,County of Hudson,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22970,Lakewood Township,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22971,Mid-Atlantic States Career and Education Center Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22972,Princeton,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22973,The Township of South Orange Village Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22974,Township of Brick,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22975,Township of Livingston,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R01-22976,Township of Long Beach,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter
2R02-20925,Lewis County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20926,Schoharie County Public Transportation,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20931,Greene County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20932,Essex County Department of Community Development,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20934,Orleans Transit Service,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20935,Chenango County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20937,Sullivan County Transportation,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20938,RTS Seneca ,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20939,Clinton County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20940,Madison County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20941,City of Corning,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20942,Oswego County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20945,Schuyler County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20946,First Transit - Steuben,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20947,RTS Genesee,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20951,Allegany County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20952,Montgomery County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20953,Hornell Area Transit,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20954,Town of Goshen,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20957,County of Niagara,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20958,Cortland County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20959,Chautauqua County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20960,City of Oneonta,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20962,RTS Livingston ,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20964,Fulton County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20967,RTS Ontario,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20968,Rensselaer County Planning Department,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20973,Town of Montgomery,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20975,First Transit-Olean,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20980,Wyoming Transit Service,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20983,Wayne Area Transportation Service,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20988,City of Port Jervis,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20990,Oneida County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20991,St Lawrence County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20998,Otsego County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-20999,Columbia County-NY,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
2R02-21000,Yates County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter
30001,Kanawha Valley Regional Transportation Authority,Full Reporter: Operating,Urban,3R05,West Virginia Department of Transportation,State Reporter
30002,The Tri-State Transit Authority,Full Reporter: Operating,Urban,3R05,West Virginia Department of Transportation,State Reporter
30003,Mid-Ohio Valley Transit Authority,Small Systems Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30007,Greater Roanoke Transit Company,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30008,Greater Lynchburg Transit Company,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30009,City of Petersburg ,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30010,Lehigh and Northampton Transportation Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30011,Altoona Metro Transit,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30013,Erie Metropolitan Transit Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30015,Luzerne County Transportation Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30023,Beaver County Transit Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30025,County of Lackawanna Transit System,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30026,City of Williamsport,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30035,Ohio Valley Regional Transportation Authority,Full Reporter: Operating,Urban,3R05,West Virginia Department of Transportation,State Reporter
30036,City of Charlottesville,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30040,City of Annapolis,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30041,Board of Commissioners of Allegany County Maryland,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30042,Washington County ,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30044,Westmoreland County ,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30045,"JAUNT, Inc.",Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30048,County of Howard,Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30053,City of Bristol Virginia,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30055,City of Sharon,Small Systems Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30061,Mid Mon Valley Transit Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30066,Weirton Transit Corporation,Small Systems Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30071,City of Alexandria ,Full Reporter: Operating/Building,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30072,"Frederick County, Maryland",Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30074,Harford County Maryland,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30076,Williamsburg Area Transit Authority,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30077,Borough of Pottstown,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30079,City of Fredericksburg,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30080,"Arlington County, Virginia",Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30081,Loudoun County,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30087,County of Fayette,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30088,"County Commissioners of Charles County, MD",Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30089,Monongalia County Urban Mass Transit Authority,Small Systems Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30090,Eastern Panhandle Transit Authority,Small Systems Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30091,Town of Blacksburg,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30092,"The County Commissioners of Carroll County, Maryland",Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30093,City of Hazleton,Small Systems Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30094,City of Harrisonburg,Full Reporter: Operating,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30095,County of Lebanon Transit Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30099,City of Winchester,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30108,Cecil County Government ,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30109,St. Mary's County Government ,Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30111,Washington County Transportation Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30123,District Three Governmental Cooperative,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30129,Anne Arundel County,Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30131,"Board of County Commissioners of Calvert County, Maryland",Small Systems Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter
30137,Monroe County Transportation  Authority,Full Reporter: Operating,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30141,Butler Transit  Authority,Small Systems Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30167,County of Carbon,Small Systems Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30198,City of Suffolk,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30199,New River Transit Authority,Small Systems Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30200,City of Radford,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30201,City of Baltimore,Full Reporter: Operating,Urban,3R03,Maryland Department of Transportation,State Reporter
30203,York County,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30989,Central Shenandoah Planning District Commission,Small Systems Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
3R03-30117,"Garrett County Community Action Committee, Inc",Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R03-30130,Baltimore County Department of Aging,Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R03-30155,Mayor and City Council Town of Ocean City,Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R03-30161,Dorchester County Council,Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R03-30186,"The County Commissioners of Caroline County, Maryland",Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R03-30192,Queen Anne's County Department of Aging,Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter
3R04-30116,Borough of Mt. Carmel,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
