State/Parent NTD ID,NTD ID,Agency Name,Reporter Type,Reporting Module,State Name,State,Subrecipient Type,FY Start Date,FY End Date,Event Type,Location,Reportable Events,Major Safety and Security Events,Non Major Events (non-injury),Operator Injuries,Other Transit Worker Injuries,Other Injuries,Total Injuries,Operator Fatalities,Other Transit Worker Fatalities,Other Fatalities,Total Fatalities,Notes
2R02,2R02-20935,Chenango County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20937,Sullivan County Transportation,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20938,RTS Seneca ,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20939,Clinton County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,1,,,,,,2,,,,0,
2R02,2R02-20940,Madison County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20941,City of Corning,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20942,Oswego County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20945,Schuyler County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20946,First Transit - Steuben,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20947,RTS Genesee,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20951,Allegany County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20952,Montgomery County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20953,Hornell Area Transit,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20954,Town of Goshen,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20957,County of Niagara,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20958,Cortland County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20959,Chautauqua County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20960,City of Oneonta,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,2,,,,,,3,,,,0,
2R02,2R02-20962,RTS Livingston ,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20964,Fulton County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20967,RTS Ontario,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20968,Rensselaer County Planning Department,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20973,Town of Montgomery,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20975,First Transit-Olean,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20980,Wyoming Transit Service,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20981,Gloversville City Hall,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20983,Wayne Area Transportation Service,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20988,City of Port Jervis,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20990,Oneida County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20991,St Lawrence County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20998,Otsego County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-20999,Columbia County-NY,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
2R02,2R02-21000,Yates County,Rural Reporter,Rural,New York Department of Transportation,NY,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
,30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,30009,City of Petersburg ,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,30036,City of Charlottesville,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30040,City of Annapolis,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30042,Washington County ,Reduced Reporter,Urban,,,,,,,,4,,,,,,4,,,,0,
,30053,City of Bristol Virginia,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30055,City of Sharon,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30066,Weirton Transit Corporation,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30074,Harford County Maryland,Reduced Reporter,Urban,,,,,,,,3,,,,,,4,,,,0,
,30079,City of Fredericksburg,Reduced Reporter,Urban,,,,,,,,9,,,,,,4,,,,0,
,30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,,,,,,,,5,,,,,,3,,,,0,
,30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,,,,,,,,2,,,,,,0,,,,0,
,30093,City of Hazleton,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30099,City of Winchester,Reduced Reporter,Urban,,,,,,,,2,,,,,,0,,,,0,
,30106,National Capital Region Transportation Planning Board,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30108,Cecil County Government ,Reduced Reporter,Urban,,,,,,,,2,,,,,,1,,,,0,
,30109,St. Mary's County Government ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30123,District Three Governmental Cooperative,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,,,,,,,,1,,,,,,0,,,,0,
,30141,Butler Transit  Authority,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30167,County of Carbon,Reduced Reporter,Urban,,,,,,,,2,,,,,,1,,,,0,
,30198,City of Suffolk,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30199,New River Transit Authority,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30200,City of Radford,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30203,York County,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30989,Central Shenandoah Planning District Commission,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,30990,Airport Corridor Transportation Association,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
3R03,3R03-30117,"Garrett County Community Action Committee, Inc",Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
3R03,3R03-30130,Baltimore County Department of Aging,Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R03,3R03-30155,Mayor and City Council Town of Ocean City,Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R03,3R03-30161,Dorchester County Council,Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,2,,,,,,2,,,,0,
3R03,3R03-30186,"The County Commissioners of Caroline County, Maryland",Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R03,3R03-30192,Queen Anne's County Department of Aging,Rural Reporter,Rural,Maryland Department of Transportation,MD,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R04,3R04-30116,Borough of Mt. Carmel,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R04,3R04-30124,Warren County Transit Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,2,,,,,,2,,,,0,
3R04,3R04-30127,Schuylkill Transportation System,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R04,3R04-30151,New Castle Area Transit Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R04,3R04-30170,Endless Mountains Transportation Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,4,,,,,,3,,,,0,
3R04,3R04-30177,Indiana County Transit Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
3R04,3R04-30185,Crawford Area Transportation Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R04,3R04-30194,Mid-County Transit Authority,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
3R04,3R04-30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,Pennsylvania Department of Transportation,PA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30119,Central West Virginia Transit Authority,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30121,Bluefield Area Transit,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30122,Randolph County Senior Center ,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30135,Potomac Valley Transit Authority,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,1,,,,,,1,,,,0,
3R05,3R05-30138,Barbour Co. Senior Center ,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30140,Mountain Transit Authority,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30149,Fairmont Marion County Transit Authority,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,1,,,,,,3,,,,0,
3R05,3R05-30162,Little Kanawha Transit Authority,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30183,Tri River Transit,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30190,"Preston County Sr. Cit, Inc. ",Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R05,3R05-30992, Sistersville Ferry ,Rural Reporter,Rural,West Virginia Department of Transportation,WV,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30069,City of Danville Mass Transit System,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,3,,,,,,3,,,,0,
3R06,3R06-30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30115,Pulaski Area Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30118,Virginia Regional Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,3,,,,,,2,,,,0,
3R06,3R06-30132,Mountain Empire Older Citizens Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,1,,,,,,0,,,,0,
3R06,3R06-30142,Lake Area Bus,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30147,Town of Chincoteague,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30154,Greene Co. Transit Inc.,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30157,Town of Altavista,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30164,Town of Bluefield/Graham Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30165,Farmville Area Bus,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30172,Bay Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,3,,,,,,3,,,,0,
3R06,3R06-30174,Four County Transit,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30178,"Unified Human Services Transportation Systems, Inc",Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-30184,Blackstone Area Bus Service,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
3R06,3R06-31025,Greensville Emporia Transit System,Rural Reporter,Rural,Virginia Department of Rail and Public Transportation,VA,Rural General Public Transit,,,,,0,,,,,,0,,,,0,
,40010,City of Gastonia,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40011,City of High Point,Reduced Reporter,Urban,,,,,,,,3,,,,,,7,,,,0,
,40016,City of Ashland,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40020,City of Owensboro,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,40024,Columbus Consolidated Government,Reduced Reporter,Urban,,,,,,,,4,,,,,,4,,,,0,
,40045,Tuscaloosa County Parking and Transit Authority,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40049, City of Gadsden,Reduced Reporter,Urban,,,,,,,,6,,,,,,2,,,,0,
,40054,City of Johnson City,Reduced Reporter,Urban,,,,,,,,2,,,,,,0,,,,0,
,40055,City of Bristol Tennessee,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40056,Pee Dee Regional Transportation Authority,Reduced Reporter,Urban,,,,,,,,6,,,,,,10,,,,0,
,40060,City of Hattiesburg,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40064,East Alabama Regional Planning and Development Commission,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,40073,Lee-Russell Council of Governments,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40080,City of Kingsport,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,40081,City of Anderson ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40092,City of Clarksville,Reduced Reporter,Urban,,,,,,,,4,,,,,,4,,,,0,
,40095,Greenville Area Transit,Reduced Reporter,Urban,,,,,,,,4,,,,,,3,,,,0,
,40096,City of Rocky Mount,Reduced Reporter,Urban,,,,,,,,3,,,,,,2,,,,0,
,40101,Spartanburg Transit System,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,40102,Waccamaw Regional Transportation Authority,Reduced Reporter,Urban,,,,,,,,1,,,,,,2,,,,0,
,40103,Wiregrass Transit Authority,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40112,City of San Juan,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40114,Municipality of Aguada,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40115,Municipality of Caguas ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40117,Municipality of Vega Baja,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40120,"City of Ocala, Florida",Reduced Reporter,Urban,,,,,,,,1,,,,,,3,,,,0,
,40121,Municipality of Hormigueros,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40122,Municipality of Cayey,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40123,Municipality of Gurabo,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40124,Municipality of Cidra,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40125,Municipality of Carolina,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40126,Municipality of Humacao,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40130,Macon-Bibb County Transit Authority,Reduced Reporter,Urban,,,,,,,,9,,,,,,18,,,,0,
,40131,Davidson County ,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,40132,Goldsboro-Wayne Transportation Authority,Reduced Reporter,Urban,,,,,,,,5,,,,,,5,,,,0,
,40133,Guilford County ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40137,Municipality of Bayamon,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40143,Town of Cary,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,40144,Hall Area Transit,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40145,Municipality of Manati,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40146,Hernando County Board of County Commissioners,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40150,Municipality of Barceloneta,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40151,Municipality of Hatillo,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40155,"St Johns County, Florida",Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40156,Lower Savannah COG,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40161,Cherokee County Board of Commissioners,Reduced Reporter,Urban,,,,,,,,1,,,,,,2,,,,0,
,40162,City of Franklin ,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40163,Municipality of Catano,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40164,Municipality of Fajardo,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40165,Municipality of Juncos,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40166,City of Jacksonville,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40167,City of Concord,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,40170,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division,Reduced Reporter,Urban,,,,,,,,3,,,,,,1,,,,0,
,40174,Municipality of Yauco,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40181,Henry County ,Reduced Reporter,Urban,,,,,,,,1,,,,,,1,,,,0,
,40182,Municipality of Toa Baja,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40183,Municipality of San Sebastian,Reduced Reporter,Urban,,,,,,,,1,,,,,,0,,,,0,
,40184,Community Action of Southern Kentucky,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,40186,City of Murfreesboro,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,40187,York County Council on Aging,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40188,Virgin Islands Department of Public Works,Reduced Reporter,Urban,,,,,,,,8,,,,,,0,,,,0,
,40190,"East Tennessee Human Resource Agency, Inc.",Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,40193,"City of Hinesville, Georgia",Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40194,Municipality of Mayaguez,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40195,Municipality of San Lorenzo,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40197,Municipality of Lares,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40198,Municipality of Dorado,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40199,Autonomous Municipality of Vega Alta,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40201,Municipality of Guaynabo,Reduced Reporter,Urban,,,,,,,,2,,,,,,2,,,,0,
,40204,Mid-Cumberland Human Resource Agency,Reduced Reporter,Urban,,,,,,,,7,,,,,,7,,,,0,
,40205,The County of Iredell,Reduced Reporter,Urban,,,,,,,,3,,,,,,3,,,,0,
,40206,Berkeley Charleston Dorchester RTMA,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40209,Hoke County,Reduced Reporter,Urban,,,,,,,,0,,,,,,0,,,,0,
,40210,Craven County,Reduced Reporter,Urban,,,,,,,,1,,,,,,2,,,,0,
