NTD ID,Agency Name,Reporter Type,Group Plan Sponsor NTD ID,Group Plan Sponsor Name,Reporting Module,Mode,TOS,Element Type,Element Name,Element Count,Lane Miles,Linear Miles,Track Miles,Pre 1930,1930's,Pre 1940,1940's,1950's,1960's,1970's,1980's,1990's,2000's,2010's,2020's,Expected Service Years,Percent Agency Capital Responsibility,Allocation Units,Separate Asset Flag,Shared Capital Responsibility Other Party,Notes
58,City of Portland,Full Reporter,,,Urban,SR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0,0,0,64,36,,40,100,Percent,N,,
58,City of Portland,Full Reporter,,,Urban,SR,PT,,Tangent - Revenue Service,,,,12.4,,,,,,,,,,,,,40,85,,N,,"10.50 = City
1.90 = TriMet"
58,City of Portland,Full Reporter,,,Urban,SR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
58,City of Portland,Full Reporter,,,Urban,SR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,0,0,51,49,,35,51,Percent,N,,
10001,Rhode Island Public Transit Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,0.8,,,,,,,,,,,,,,,,,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,714,0.7,0,,3.9,0.8,0.6,5.5,38.1,29.5,14.2,6.7,,25,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Below-Grade/Cut-and-Cover Tunnel,,,,2.5,80,0,,0,0,0,0,0,20,0,0,,75,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Below-Grade/Retained Cut,,,,19.33,85.7,0,,0,0,0,0,0,14.3,0,0,,75,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,26.99,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Double Crossover,5,,,,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Concrete,,,,0.4,16.8,8.3,,0,0,33.3,0,8.3,33.3,0,0,,75,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Retained Fill,,,,6.9,61.5,0,,0,0,0,0,0,38.5,0,0,,75,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,0.6,36,8,,0,0,0,0,32,20,0,4,,75,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Grade Crossings,304,,,,,,,,,,,,,,,,12,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Lapped Turnout,0,,,,,,,,,,,,,,,,25,100,,N,,data to be validated in FY2020 submission
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,18.45,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Rail Crossings,0,,,,,,,,,,,,,,,,25,100,,N,,data to be validated in FY2020 submission
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Single Crossover,100,,,,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Single Turnout,648,,,,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Slip Switch,16,,,,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Substation Building,6,,,,0,0,,0,0,0,0,0,100,0,0,,25,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Substation Equipment,,,,,0,0,,0,1.7,3.6,7.2,14,28,30.5,15,,25,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,698.29,,,,,,,,,,,,,25,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,5.19,5.19,,,,,,,,,,,,,,,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,2,4,13,16,37,13,15,,25,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,52.07,0,0,,0,0,0,23.29,18.57,2.58,1.51,6.12,,29,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,At-Grade/In-Street/Embedded,,,,4.75,0,0,,0,0,0,1.01,3.19,0,0,0.55,,34,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,0.83,0,0,,0,0,0,0,0.83,0,0,0,,21,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,30.16,0,0,,0,0,0,2.81,21.38,0,0.18,5.79,,28,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,7.37,0,0,,0,0,0,3.21,3.77,0,0.12,0.27,,30,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,20.05,,,,,,,,,,,,,27,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Double Crossover,15,,,,,,,,,,,,,,,,33,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,1.71,0,0,,0,0,0,0.62,0.31,0.1,0,0.68,,26,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Retained Fill,,,,3.99,0,0,,0,0,0,2.23,0.55,0.38,0,0.83,,29,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,3.02,0,0,,0,0,0,0.96,0.38,0.97,0,0.71,,28,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,27.44,,,,,,,,,,,,,41,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,100,0,0,0,,15,100,Percent,N,,Cables based upon estimated average lengths
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Rail Crossings,18,,,,,,,,,,,,,,,,38,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Single Crossover,61,,,,,,,,,,,,,,,,33,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Single Turnout,172,,,,,,,,,,,,,,,,39,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Substation Building,74,,,,0,0,,0,0,4.4,15.6,39.8,12.8,13.6,13.8,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Substation Equipment,,,,,0,0,,0,0,10,30,29,15,9,7,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Tangent - Revenue Service,,,,56.4,,,,,,,,,,,,,29,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Third Rail/Power Distribution,,,,,8,2,,0,0,15,44,18,1,4,8,,30,100,Percent,N,,Cables based upon estimated average lengths
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Track Under Performance Restriction,,,5.03,5.03,,,,,,,,,,,,,,,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,HR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,7.8,17,61.9,12.3,1,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,38.64,0,0,,0,0,0,0,25.51,0.75,5.16,7.22,,32,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,9.2,0,0,,0,0,0,0,3.78,2.35,2.59,0.48,,30,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,10.71,0,0,,0,0,0,0,8.97,0,1.53,0.21,,28,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Retained Cut,,,,1.16,0,0,,0,0,0,0,0.76,0,0.16,0.24,,36,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,15.06,,,,,,,,,,,,,28,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Double Crossover,3,,,,,,,,,,,,,,,,34,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Concrete,,,,1.52,0,0,,0,0,0,0,1.14,0,0.23,0.15,,32,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Retained Fill,,,,0.34,0,0,,0,0,0,0,0.34,0,0,0,,39,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Elevated/Steel Viaduct or Bridge,,,,0.21,0,0,,0,0,0,0,0.12,0,0,0.09,,32,100,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Grade Crossings,53,,,,,,,,,,,,,,,,15,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,10.59,,,,,,,,,,,,,41,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,4,6,,7,0,0,22,26,25,10,0,,15,100,Percent,N,,"Data collection and validation in process,
100% added in 2010-2019 per NTD until validated."
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Rail Crossings,17,,,,,,,,,,,,,,,,37,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Single Crossover,45,,,,,,,,,,,,,,,,33,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Single Turnout,169,,,,,,,,,,,,,,,,37,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Building,31,,,,0,0,,0,0,4.4,15.6,39.8,12.8,13.6,13.8,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,10,30,29,15,9,7,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,36.13,,,,,,,,,,,,,32,100,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,5.2,5.2,,,,,,,,,,,,,,,Track Miles,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,8,17,62,12,1,,30,100,Percent,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,2.8,,,,,,,,,,,,,,,,,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,8.6,,,,,,,,,,,,,,,,,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,13,,,,,,,,,,,,,,,,,,N,,
10003,Massachusetts Bay Transportation Authority,Full Reporter,,,Urban,TB,DO,,Exclusive Fixed Guideway,,21.6,,,,,,,,,,,,,,,,,,N,,
10045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,Full Reporter,,,Urban,CB,PT,,Exclusive Fixed Guideway,,18.2,,,,,,,,,,,,,,,,,,N,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,MB,DO,,Controlled Access High Intensity Busway,,0,,,,,,,,,,,,,,,,,,N,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,MB,DO,,Exclusive Fixed Guideway,,18.2,,,,,,,,,,,,,,,,,,N,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,MB,DO,,Exclusive High-Intensity Busway,,28.8,,,,,,,,,,,,,,,,,,N,,
10048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,Full Reporter,,,Urban,RB,DO,,Exclusive Fixed Guideway,,18.2,,,,,,,,,,,,,,,,,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CB,PT,,Exclusive High-Intensity Busway,,23.6,,,,,,,,,,,,,,,,,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,50.7,0,0,,0,0,0,0,0,0,0,100,,0,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Below-Grade/Retained Cut,,,,11.1,0,0,,0,0,0,0,0,0,0,100,,0,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Below-Grade/Submerged Tube,,,,1,0,0,,0,0,0,0,0,0,0,100,,0,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,72,,,,,,,,,,,,,25,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Elevated/Retained Fill,,,,43.1,0,0,,0,0,0,0,0,0,0,100,,0,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Elevated/Steel Viaduct or Bridge,,,,3.2,0,0,,0,0,0,0,0,0,0,100,,0,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Grade Crossings,66,,,,,,,,,,,,,,,,30,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,23,,,,,,,,,,,,,30,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Overhead Contact System/Power Distribution,,,,,15.3,0,,0,0,0,0,0.2,83.3,1.2,0,,58,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Single Crossover,575,,,,,,,,,,,,,,,,17,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Single Turnout,504,,,,,,,,,,,,,,,,30,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Substation Building,6,,,,0,0,,0,0,0,2,0,3,0,1,,26,0,Quantity,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Substation Equipment,,,,,0,0,,0,0,0,0.7,42.8,54.7,0,1.8,,30,0,Percent,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,174,,,,,,,,,,,,,40,0,,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,6,6,,,,,,,,,,,,,,,Track Miles,N,,
10102,Connecticut Department of Transportation,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,0,0,0,79.9,11.8,0,8.3,,18,0,Percent,N,,
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,At-Grade/Ballast (including expressway),,,,197.7,196.6,0,,0,0,0,0,0,0,0,1.1,,100,1.4,Track Miles,N,Pan Am Railways and MBTA - the host railroad or owners of the track. The 1.4% is the rail that NNEPRA owns.,Pan Am Railways and MBTA - the host railroad or owners of the track.  The 1.4% is the rail that NNEPRA owns. 
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Curve - Revenue Service,,,,45,,,,,,,,,,,,,100,0,,N,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Grade Crossings,103,,,,,,,,,,,,,,,,25,0,,N,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Non-Revenue Service,,,,2.7,,,,,,,,,,,,,100,100,,N,,
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Revenue Track - No Capital Replacement Responsibility,,,,195,,,,,,,,,,,,,0,,,N,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Tangent - Revenue Service,,,,150,,,,,,,,,,,,,100,0,,N,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.,Pan Am Railways and MBTA - the host railroad or owners of the track are responsible.
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Track Under Performance Restriction,,,0,0,,,,,,,,,,,,,,,Track Miles,N,,
10115,Northern New England Passenger Rail Authority,Full Reporter,,,Urban,CR,PT,,Train Control & Signaling,,,,,0,0,,0,86,0,0,0,0,0,14,,25,0,Percent,N,Pan Am Railways and the MBTA are responsible for the train control and signaling.,Pan Am Railways and the MBTA are responsible for the train control and signaling.
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/Ballast (including expressway),,,,1,0,0,,0,0,0,0,100,0,0,0,,30,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,At-Grade/In-Street/Embedded,,,,2.4,0,0,,0,0,0,0,100,0,0,0,,30,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,7,0,0,,0,0,0,0,100,0,0,0,,50,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,3.4,0,0,,0,0,0,0,100,0,0,0,,50,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Curve - Revenue Service,,,,0.8,,,,,,,,,,,,,15,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Double Crossover,4,,,,,,,,,,,,,,,,15,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Grade Crossings,8,,,,,,,,,,,,,,,,30,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Non-Revenue Service,,,,1,,,,,,,,,,,,,30,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Overhead Contact System/Power Distribution,,,,,0,0,,0,0,0,0,100,0,0,0,,15,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Single Crossover,1,,,,,,,,,,,,,,,,15,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Building,9,,,,0,0,,0,0,0,0,100,0,0,0,,50,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Substation Equipment,,,,,0,0,,0,0,0,0,100,0,0,0,,30,100,Percent,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Tangent - Revenue Service,,,,12,,,,,,,,,,,,,30,100,,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Track Under Performance Restriction,,,0.67,0.67,,,,,,,,,,,,,,,Track Miles,N,,
20004,Niagara Frontier Transportation Authority,Full Reporter,,,Urban,LR,DO,,Train Control & Signaling,,,,,0,0,,0,0,0,0,100,0,0,0,,15,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,CB,DO,,Controlled Access High Intensity Busway,,28.1,,,,,,,,,,,,,,,,,,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,CB,DO,,Exclusive Fixed Guideway,,8.3,,,,,,,,,,,,,,,,,,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,CB,DO,,Exclusive High-Intensity Busway,,11.3,,,,,,,,,,,,,,,,,,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,At-Grade/Ballast (including expressway),,,,35.24,8.4,0,,0,19.7,0,0,3.1,64.2,0.3,4.3,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,At-Grade/In-Street/Embedded,,,,46.65,0,87.3,,0,0,0,0,3.9,3.3,0,5.5,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Below-Grade/Bored or Blasted Tunnel,,,,11.18,0,0,,0,0,0,0,0,0,0,100,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Below-Grade/Cut-and-Cover Tunnel,,,,369.33,18.9,3.5,,0,0.3,0.6,0,10,59.7,5,2,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Below-Grade/Retained Cut,,,,31.02,4.5,0,,0,0,2,0,8.5,36.5,3.6,44.9,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Below-Grade/Submerged Tube,,,,45.82,30.2,28.8,,0,0,0,0,5,36,0,0,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Curve - Revenue Service,,,,186.9,,,,,,,,,,,,,40,100,Track Miles,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Double Crossover,840,,,,,,,,,,,,,,,,40,100,,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Elevated/Concrete,,,,40.61,0.6,0,,0,0,0,0,0.5,18.2,0.3,80.4,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Elevated/Retained Fill,,,,1.76,0,0,,0,0,0,0,0,0,100,0,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Elevated/Steel Viaduct or Bridge,,,,214.24,5,0,,1.6,0.3,0,0,16.3,30.5,25.4,20.9,,25,100,Percent,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Non-Revenue Service,,,,157.96,,,,,,,,,,,,,40,100,Track Miles,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Single Crossover,629,,,,,,,,,,,,,,,,40,100,Quantity,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Single Turnout,310,,,,,,,,,,,,,,,,40,100,Quantity,N,,
20008,MTA New York City Transit,Full Reporter,,,Urban,HR,DO,,Substation Building,221,,,,0,12,,1,2,10,42,48,72,22,12,,40,100,Quantity,N,,
