Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type,Row Number
20980,Wyoming Transit Service,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,274
20981,Gloversville City Hall,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,275
20983,Wayne Area Transportation Service,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,276
20988,City of Port Jervis,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,277
20991,St Lawrence County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,278
20992,Franklin County Public Transportation,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,279
20998,Otsego County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,280
20999,Columbia County-NY,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,281
21000,Yates County,Rural Reporter,Rural,2R02,New York Department of Transportation,State Reporter,282
22931,Bayonne Economic Opportunity Foundation,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,283
22932,Borough of Carteret,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,284
22933,Borough of Cliffside Park Housing Authority,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,285
22934,Borough of Roselle Park,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,286
22936,City of Margate (NJ),Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,287
22937,City of Passaic,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,288
22938,County of Passaic,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,289
22939,City of Plainfield,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,290
22940,City of Pleasantville,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,291
22941,County of Ocean,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,292
22942,County of Union,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,293
22943,Long Beach Island Community Center Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,294
22944,"The Greater Mercer Transportation Management Association, Inc.",Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,295
22945,Town of Kearny,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,296
22946,Township of Cranford,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,297
22948,Township of Nutley,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,298
22949,Township of South Brunswick,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,299
22951,Township of Union,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,300
22952,Town of Secaucus,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,301
22953,Township of Bloomfield,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,302
22954,Township of Cherry Hill,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,303
22955,Township of Edison,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,304
22956,Township of Ewing,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,305
22957,Township of Jefferson,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,306
22958,"Township of Mahwah, Inc.",Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,307
22959,Township of Monroe,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,308
22960,Township of North Bergen Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,309
22961,Township of Pemberton,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,310
22962,Township of Pequannock,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,311
22963,Township of Teaneck,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,312
22964,Township of Washington,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,313
22966,Borough of Fort Lee,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,314
22967,"Borough of Sayreville, Inc.",Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,315
22968,City of Paterson,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,316
22969,County of Hudson,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,317
22971,Mid-Atlantic States Career and Education Center Inc.,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,318
22974,Township of Brick,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,319
22975,Township of Livingston,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,320
22977,The Voorhees Township,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,321
22978,The Township of East Brunswick,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,322
22979,The City of Perth Amboy Department of Human Services,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,323
22980,The Borough of Keyport,Reduced Asset Reporter,Asset,2R01,NJ Transit,State Reporter,324
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,325
30002,The Tri-State Transit Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,326
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,327
30007,Greater Roanoke Transit Company,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,328
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,329
30009,City of Petersburg ,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,330
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,331
30011,Altoona Metro Transit,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,332
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,333
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,334
30015,Luzerne County Transportation Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,335
30023,Beaver County Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,336
30025,County of Lackawanna Transit System,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,337
30026,City of Williamsport,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,338
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,339
30036,City of Charlottesville,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,340
30040,City of Annapolis,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,341
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,342
30042,Washington County ,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,343
30044,Westmoreland County ,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,344
30045,"JAUNT, Inc.",Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,345
30048,County of Howard,Reduced Asset Reporter,Asset,3R03,Maryland Department of Transportation,State Reporter,346
30053,City of Bristol Virginia,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,347
30055,City of Sharon,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,348
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,349
30066,Weirton Transit Corporation,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,350
30069,City of Danville Mass Transit System,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,351
30071,City of Alexandria ,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,352
30072,"Frederick County, Maryland",Full Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,353
30074,Harford County Maryland,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,354
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,355
30077,Borough of Pottstown,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,356
30079,City of Fredericksburg,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,357
30080,"Arlington County, Virginia",Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,358
30081,Loudoun County,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,359
30087,County of Fayette,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,360
30088,"County Commissioners of Charles County, MD",Full Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,361
30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,362
30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter,363
30091,Town of Blacksburg,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,364
30092,"The County Commissioners of Carroll County, Maryland",Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,365
30093,City of Hazleton,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,366
30094,City of Harrisonburg,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,367
30095,County of Lebanon Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,368
30096,The Tri-County Council for the Lower Eastern Shore of Maryland,Full Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,369
30099,City of Winchester,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,370
30108,Cecil County Government ,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,371
30109,St. Mary's County Government ,Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,372
30111,Washington County Transportation Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,373
30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,374
30115,Pulaski Area Transit,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,375
30116,Borough of Mt. Carmel,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter,376
30117,"Garrett County Community Action Committee, Inc",Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter,377
30118,Virginia Regional Transit,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,378
30119,Central West Virginia Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,379
30121,Bluefield Area Transit,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,380
30122,Randolph County Senior Center ,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,381
30123,District Three Governmental Cooperative,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter,382
30124,Warren County Transit Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter,383
30127,Schuylkill Transportation System,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter,384
30129,Anne Arundel County,Full Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,385
30130,Baltimore County Department of Public Works Transportation,Rural Reporter,Rural,3R03,Maryland Department of Transportation,State Reporter,386
30131,"Board of County Commissioners of Calvert County, Maryland",Reduced Reporter,Urban,3R03,Maryland Department of Transportation,State Reporter,387
30132,Mountain Empire Older Citizens Transit,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,388
30135,Potomac Valley Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,389
30137,Monroe County Transportation  Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,390
30138,Barbour Co. Senior Center ,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,391
30140,Mountain Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter,392
30141,Butler Transit  Authority,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter,393
30142,Lake Area Bus,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,394
30147,Town of Chincoteague,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter,395
