NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS, Bio-Diesel , Bunker Fuel , C Natural Gas , Diesel Fuel , Electric Battery , Electric Propulsion , Ethanol , Methanol , Gasoline , Hydrogen , Kerosene , Liquified Nat Gas , Liquified Petroleum Gas , Other Fuel , Other Fuel Description 
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,DR,PT,,,,,,,,,37131,,,,,,
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,FB,DO,0,,,1150043,,,,,,,,,,,
90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,MB,DO,0,,,557421,,,,,,,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,DR,PT,,,,,,,,,28184,,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,MB,DO,177702,,,0,,,,,,,,,,,
90017,City of Santa Rosa,Full Reporter,Urban,MB,PT,,,,,,,,,2980,,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,DR,DO,,,65189,,53360,,,,580394,,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,LR,DO,,,,,,26971511,,,,,,,,,
90019,Sacramento Regional Transit District,Full Reporter,Urban,MB,DO,0,,3325716,13592,195017,,,,8557,,,,,,
90020,Santa Barbara Metropolitan Transit District,Full Reporter,Urban,MB,DO,0,,,527900,153040,,,,,,,,,,
90022,City of Norwalk ,Full Reporter,Urban,DR,PT,,,,,,,,,9391,,,,,,
90022,City of Norwalk ,Full Reporter,Urban,MB,DO,,,277485,,64418,,,,41947,,,,,,
90023,Long Beach Transit,Full Reporter,Urban,DR,PT,,,15732,,,,,,812,,,,,,
90023,Long Beach Transit,Full Reporter,Urban,MB,DO,0,,1111680,0,527196,,,,778888,,,,,,
90024,City of La Mirada ,Full Reporter,Urban,DR,PT,,,5427,,,,,,9678,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,CB,PT,,,107883,,,,,,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,10570,,,,435779,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,LR,DO,,,,,,56896708,,,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,DO,,,3277301,,299540,,,,,,,,,,
90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,PT,,,3791151,,156233,,,,65176,,,,349172,,
90027,City of Fresno,Full Reporter,Urban,DR,PT,,,10826,,,,,,160447,,,,,,
90027,City of Fresno,Full Reporter,Urban,MB,DO,,,1585462,,46369,,,,0,,,,,,
90029,Omnitrans,Full Reporter,Urban,DR,PT,,,260199,,,,,,1423,,,,,,
90029,Omnitrans,Full Reporter,Urban,MB,DO,,,1792980,,,,,,,,,,,,
90029,Omnitrans,Full Reporter,Urban,MB,PT,,,78949,,,,,,,,,,,,
90030,North County Transit District,Full Reporter,Urban,CR,DO,0,,,12892,,,,,,,,,,,
90030,North County Transit District,Full Reporter,Urban,CR,PT,0,,,842272,,,,,,,,,,,
90030,North County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,101383,,,,,,
90030,North County Transit District,Full Reporter,Urban,MB,PT,41594,,1533737,0,,,,,25807,,,,,,
90030,North County Transit District,Full Reporter,Urban,YR,DO,0,,,5076,,,,,,,,,,,
90030,North County Transit District,Full Reporter,Urban,YR,PT,0,,,420373,,,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,CB,DO,,,165820,,,,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,250060,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,MB,DO,,,1415474,,,,,,,,,,,,
90031,Riverside Transit Agency,Full Reporter,Urban,MB,PT,,,536067,,,,,,,,,,,,
90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,DR,PT,,,,,,,,,579603,,,,,,
90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,MB,PT,0,,4547847,1744393,,,,,98678,,,,,,
90033,City of Tucson,Full Reporter,Urban,DR,PT,,,,,,,,,505274,,,,,,
90033,City of Tucson,Full Reporter,Urban,MB,PT,1205076,,1129105,0,101112,,,,,,,,,,
90033,City of Tucson,Full Reporter,Urban,SR,PT,,,,,,1741890,,,,,,,,,
90034,City of Glendale ,Full Reporter,Urban,DR,DO,,,,,,,,,47621,,,,1895,,
90034,City of Glendale ,Full Reporter,Urban,MB,DO,0,,,7304,,,,,13896,,,,,,
90035,Gold Coast Transit District,Full Reporter,Urban,DR,PT,,,53212,,860,,,,19019,,,,,,
90035,Gold Coast Transit District,Full Reporter,Urban,MB,DO,,,711287,,,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1026432,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,MB,DO,0,,3722562,0,27519,,,,,37463,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,MB,PT,,,2328400,,,,,,,,,,,,
90036,Orange County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,113061,,,,,,
90039,City of Culver City,Full Reporter,Urban,DR,DO,,,4896,,,,,,,,,,,,
90039,City of Culver City,Full Reporter,Urban,MB,DO,,,637827,,41109,,,,,,,,,,
90041,City of Montebello,Full Reporter,Urban,DR,PT,,,,,,,,,5713,,,,,,
90041,City of Montebello,Full Reporter,Urban,MB,DO,,,394113,,129,,,,235306,,,,,,
90042,City of Gardena,Full Reporter,Urban,DR,DO,,,,,,,,,4496,,,,,,
90042,City of Gardena,Full Reporter,Urban,MB,DO,,,185437,,26885,,,,235613,,,,,,
90043,City of Commerce,Full Reporter,Urban,DR,DO,,,10977,,,,,,598,,,,,,
90043,City of Commerce,Full Reporter,Urban,MB,DO,,,121401,,,,,,,,,,,,
90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,DR,PT,,,1845988,,,,,,,,,,,,
90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,MB,PT,575211,,6321012,0,,,,,,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,CB,PT,0,,,64607,,,,,,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,DR,PT,0,,,12311,,,,,27519,,,,,,
90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,MB,PT,0,,,107043,,,,,,,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,DR,PT,,,,,,,,,151568,,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,DO,0,,,477433,116074,,,,,,,,,,
90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,PT,0,,,228,,,,,110395,,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,98334,,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,DO,0,,,589352,185446,,,,,,,,,,
90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,,5565,,,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,DR,DO,,,176881,,,,,,,,,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,MB,DO,0,,994544,7928,202556,,,,,75398,,,,,
90079,SunLine Transit Agency,Full Reporter,Urban,VP,PT,,,,,,,,,11870,,,,,,
90086,City of Riverside,Full Reporter,Urban,DR,DO,,,56018,,,,,,454,,,,,,
90087,City of Santa Maria,Full Reporter,Urban,DR,PT,,,,,,,,,21351,,,,,,
90087,City of Santa Maria,Full Reporter,Urban,MB,PT,0,,,163154,,,,,15681,,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,CB,PT,0,,245,46177,,,,,,,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,DR,PT,0,,9370,1428,,,,,30820,,,,,,
90088,Napa Valley Transportation Authority,Full Reporter,Urban,MB,PT,0,,26347,155441,,,,,47157,,,,,,
90089,County of Sonoma ,Full Reporter,Urban,DR,PT,,,,,,,,,60523,,,,,,
90089,County of Sonoma ,Full Reporter,Urban,MB,PT,,,332093,,55583,,,,14402,,,,,,
90090,Yolo County Transportation District,Full Reporter,Urban,DR,PT,0,,,29418,,,,,6485,,,,,,
90090,Yolo County Transportation District,Full Reporter,Urban,MB,PT,0,,632105,52309,173062,,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,CB,PT,,,38552,,,,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,DR,PT,,,30765,,,,,,,,,,,,
90091,City of Visalia  ,Full Reporter,Urban,MB,PT,,,472395,,464627,,,,,,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,CB,PT,0,,,172195,,,,,,,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,DR,PT,,,,,,,,,13996,,,,,,
90092,"City of Fairfield, California",Full Reporter,Urban,MB,PT,0,,,124509,,,,,,,,,,,
90093,Redding Area Bus Authority,Full Reporter,Urban,DR,PT,,,,,,,,,32321,,,,,,
90093,Redding Area Bus Authority,Full Reporter,Urban,MB,PT,0,,,134802,7378,,,,13479,,,,,,
90094,Metropolitan Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,500916,,,,,,
90095,San Diego Association of Governments,Full Reporter,Urban,VP,PT,,,,,68075,,,,478814,,,,,,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,CB,PT,0,,,1992755,570231,,,,,,,,,,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,326293,,,,32178,,,,,,
90121,Antelope Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,0,6403316,,,,,,,,,,
90131,City of Scottsdale ,Full Reporter,Urban,MB,PT,0,,63977,63893,,,,,,,,,,,
90134,Peninsula Corridor Joint Powers Board,Full Reporter,Urban,CR,PT,0,,,4118068,,,,,,,,,,,
90136,Regional Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,306205,,,,,,
90136,Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,3063989,603422,,,,,49440,,,106321,,,
90136,Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,240977,,,,,,
90140,City of Peoria ,Full Reporter,Urban,DR,DO,,,,,,,,,18261,,,,,,
90142,"University of California, Davis",Full Reporter,Urban,MB,DO,22985,,184886,0,,,,,1324,,,,,,
90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,MB,PT,0,,,299474,,,,,,,,,,,
90146,Foothill Transit,Full Reporter,Urban,MB,PT,,,4638806,,920976,,,,,,,,,,
90147,City of Los Angeles,Full Reporter,Urban,CB,PT,,,1052498,,,,,,,,,,,,
90147,City of Los Angeles,Full Reporter,Urban,DR,PT,,,83162,,,,,,125405,,,,,,
90147,City of Los Angeles,Full Reporter,Urban,MB,PT,,,1694147,,513393,,,,,,,,640591,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,CB,PT,,,91612,,,,,,,,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,DR,PT,,,103799,,,,,,11109,,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,MB,PT,,,653879,,456345,,,,18322,,,,,,
90148,Victor Valley Transit Authority,Full Reporter,Urban,VP,PT,,,,,,,,,241948,,,,,,
90151,Southern California Regional Rail Authority,Full Reporter,Urban,CR,PT,3872793,,,3255144,,,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,DR,DO,,,,,11191,,,,217012,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,HR,DO,,,,,,72194116,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,LR,DO,,,,,,115540242,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,DO,,,24889368,,2474,,,,0,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,PT,,,2108527,,,,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,RB,DO,,,666,,3528806,,,,,,,,,,
90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,93372,,,,760636,,,,,,
90156,City of San Luis Obispo,Full Reporter,Urban,MB,PT,0,,,80590,,,,,940,,,,,,
90157,Access Services  ,Full Reporter,Urban,DR,PT,,,53117,,,,,,1561466,,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,CB,PT,0,,,81491,,,,,,,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,22083,,,,,,
90159,Western Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,228713,,,,,,,,,,,
90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,114982,,,,,,
90162,The Eastern Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,0,,,508042,91839,,,,,,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,CB,PT,91818,,,268248,,,,,,,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,17955,,,,,,
90164,Ventura County Transportation Commission,Full Reporter,Urban,MB,PT,,,,,,,,,17956,,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,CB,PT,68044,,132708,0,,,,,,,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,DR,PT,,,79952,,,,,,24101,,,,,,
90171,City of Santa Clarita,Full Reporter,Urban,MB,PT,0,,476787,56,,,,,,,,,,,
90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,DR,PT,,,,,,,,,70391,,,,,,
90173,Transit Joint Powers Authority for Merced County,Full Reporter,Urban,MB,PT,0,,,230496,,,,,82821,,,,,,
90182,Altamont Corridor Express,Full Reporter,Urban,CR,PT,0,,,480481,,,,,,,,,,,
90196,County of Placer,Full Reporter,Urban,CB,PT,0,,,19360,,,,,,,,,,,
90196,County of Placer,Full Reporter,Urban,DR,PT,,,,,,,,,65776,,,,,,
90196,County of Placer,Full Reporter,Urban,MB,DO,0,,275799,17200,,,,,7016,,,,,,
90196,County of Placer,Full Reporter,Urban,MB,PT,,,,,,,,,8030,,,,,,
90196,County of Placer,Full Reporter,Urban,VP,PT,,,,,,,,,2540,,,,,,
90200,Kings County Area Public Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,15882,,,,,,
90200,Kings County Area Public Transit Agency,Full Reporter,Urban,MB,PT,,,217127,,,,,,3129,,,,,,
90200,Kings County Area Public Transit Agency,Full Reporter,Urban,VP,PT,,,,,,,,,42620,,,,,,
90201,City of Turlock,Full Reporter,Urban,DR,PT,,,,,,,,,8642,,,,,,
90201,City of Turlock,Full Reporter,Urban,MB,PT,,,46903,,,,,,10666,,,,,,
90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,44760,,,,,,
90206,San Luis Obispo Regional Transit Authority,Full Reporter,Urban,MB,DO,0,,,231741,,,,,17579,,,,,,
90208,Butte County Association of Governments,Full Reporter,Urban,DR,PT,,,,,,,,,52161,,,,,,
90208,Butte County Association of Governments,Full Reporter,Urban,MB,PT,0,,6478,209877,,,,,,,,,,,
90209,"Valley Metro Rail, Inc.",Full Reporter,Urban,LR,PT,,,,,,20234809,,,,,,,,,
90209,"Valley Metro Rail, Inc.",Full Reporter,Urban,SR,PT,,,,,,372000,,,,,,,,,
90211,Anaheim Transportation Network,Full Reporter,Urban,DR,PT,,,10392,,285094,,,,,,,,,,
90211,Anaheim Transportation Network,Full Reporter,Urban,MB,PT,,,24247,,1496744,,,,,,,0,0,,
90213,City of Petaluma,Full Reporter,Urban,DR,PT,,,,,,,,,6487,,,,,,
90213,City of Petaluma,Full Reporter,Urban,MB,PT,0,,,50834,,,,,,,,,,,
90214,City of Redondo Beach,Full Reporter,Urban,DR,PT,,,20364,,,,,,,,,,,,
90214,City of Redondo Beach,Full Reporter,Urban,MB,PT,,,124684,,,,,,,,,,,,
90218,Riverside County Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,37985,,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,DO,,,,,,,,,11179,,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,DO,0,,,190628,,,,,,,,,,,
90219,Northern Arizona Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,4165,,,,,,
90222,Pima Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,9357,,,,,,
90223,"Paratransit, Inc.",Full Reporter,Urban,DR,DO,,,56575,,,,,,723,,,,,,
90225,San Francisco Bay Area Water Emergency Transportation Authority,Full Reporter,Urban,FB,PT,0,,,3609188,,,,,,,,,,,
90226,Imperial County Transportation Commission,Full Reporter,Urban,DR,PT,,,,,,,,,41886,,,,,,
90226,Imperial County Transportation Commission,Full Reporter,Urban,MB,PT,0,,,143615,,,,,45442,,,,,,
90230,California Vanpool Authority,Full Reporter,Urban,VP,DO,,,,,,,,,888006,,,,,,
90232,Solano County Transit,Full Reporter,Urban,CB,PT,0,,223404,7535,,,,,,,,,,,
90232,Solano County Transit,Full Reporter,Urban,DR,PT,,,4270,,,,,,24485,,,,,,
90232,Solano County Transit,Full Reporter,Urban,MB,PT,0,,1865,110686,17567,,,,,,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,8764,,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,MB,PT,0,,,116665,,,,,47242,,,,,,
90233,Yuma County Intergovernmental Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,22429,,,,,,
90234,Marin County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,73186,,,,,,
90234,Marin County Transit District,Full Reporter,Urban,MB,PT,0,,,468544,79229,,,,95962,,,,,,
90241,County of Maui,Full Reporter,Urban,CB,PT,0,,,47216,,,,,,,,,,,
90241,County of Maui,Full Reporter,Urban,DR,PT,0,,,8279,,,,,137871,,,,,,
90241,County of Maui,Full Reporter,Urban,MB,PT,0,,,266344,,,,,18273,,,,,,
90299,Sonoma-Marin Area Rail Transit District,Full Reporter,Urban,CR,DO,0,,,224373,,,,,,,,,,,
90302,San Bernardino County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,60156,,,,,,
90306,Stanislaus Regional Transit Authority,Full Reporter,Urban,CB,PT,0,,,53470,,,,,,,,,,,
90306,Stanislaus Regional Transit Authority,Full Reporter,Urban,DR,PT,,,28786,,,,,,53712,,,,,,
90306,Stanislaus Regional Transit Authority,Full Reporter,Urban,MB,PT,0,,150764,477593,142560,,,,,,,,,,
90310,Tulare County Regional Transit Agency,Full Reporter,Urban,DR,PT,,,6522,,,,,,1815,,,,,,
90310,Tulare County Regional Transit Agency,Full Reporter,Urban,MB,PT,,,83721,,,,,,10465,,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,CB,DO,0,,,24363,,,,,,,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,DR,DO,0,,,8832,,,,,1279,,,,,,
91092,Tahoe Transportation District,Full Reporter,Urban,MB,DO,0,,,30300,,,,,,,,,,,
99422,San Joaquin Council,Full Reporter,Urban,VP,PT,,,,,,,,,391661,,,,,,
99423,City of Glendale,Full Reporter,Urban,DR,PT,,,,,,,,,13600,,,,,,
99423,City of Glendale,Full Reporter,Urban,MB,PT,,,354288,,,,,,,,,,,,
99424,City of Pasadena,Full Reporter,Urban,DR,PT,,,,,,,,,31512,,,,,,
99424,City of Pasadena,Full Reporter,Urban,MB,PT,,,258854,,,,,,,,,,,,
99425,Pomona Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,43453,,,,,,
