NTDID,Agency Name,Reporter Type,Reporting Module,City,State,UZA,UZA Name,Mode,TOS,Form,Data Point,VRS Name,Q Type,FTA Approved
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,20098 - PMT Annual Total,W,Yes
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Average Weekday Schedule,20098 - Passenger Cars in Operation (Average Weekday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -- Average Saturday Schedule,20098 - Passenger Cars in Operation (Average Saturday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Average Sunday Schedule,20098 - Passenger Cars in Operation (Average Sunday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Weekday AM Peak,20098 - Passenger Cars in Operation (Weekday AM Peak),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Weekday Midday,20098 - Passenger Cars in Operation (Weekday Midday),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Weekday PM Peak,20098 - Passenger Cars in Operation (Average Weekday PM Peak),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Passenger Cars in Operation -Weekday Other,20098 - Passenger Cars in Operation (Weekday Other),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Miles - Average Weekday Schedule,20098 - Total Actual Passenger Car Miles (Average Weekday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Miles -Average Saturday Schedule,20098 - Total Actual Passenger Car Miles (Average Saturday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Miles - Average Sunday Schedule,20098 - Total Actual Passenger Car Miles (Average Sunday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Miles - Annual Total Schedule,20098 - Total Actual Passenger Car Miles (Annual Total Schedule),W,Yes
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Miles - Average Weekday Schedule,20098 - Total Actual Passenger Car Revenue Miles (Average Weekday Schedule) - W,W,Yes
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Hours - Average Saturday Schedule,20098 - Total Actual Passenger Car Revenue Hours (Average Saturday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Miles - Average Sunday Schedule,20098 - Total Actual Passenger Car Revenue Miles (Average Sunday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Miles - Annual Total Schedule,20098 - Total Actual Passenger Car Revenue Miles (Annual Total) - W,W,Yes
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Hours -Average Weekday Schedule ,20098 - Total Actual Passenger Car Hours (Average Weekday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Hours - Average Saturday Schedule,20098 - Total Actual Passenger Car Hours (Average Saturday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total  Actual Passenger Car Hours - Average Sunday Schedule,20098 - Total Actual Passenger Car Hours (Average Sunday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Hours - Annual Total Schedule,20098 - Total Actual Passenger Car Hours (Annual Total),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Hours - Annual Total Schedule,20098 - Total Actual Passenger Car Revenue Hours (Annual Total) HR/DO W,W,Yes
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total  Actual Passenger Car Revenue Hours - Average Sunday Schedule,20098 - Total Actual Passenger Car Revenue Hours (Average Sunday Schedule),W,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Hours -Average Weekday Schedule ,20098 - Total Actual Passenger Car Revenue Hours (Average Weekday Schedule),,No
20098,Port Authority Trans-Hudson Corporation,Full Reporter: Operating,Urban,New York,NJ,1.0,"New York-Newark, NY-NJ-CT",HR,DO,Service Rail (S-10),Total Actual Passenger Car Revenue Hours - Average Saturday Schedule,20098 - Total Actual Passenger Car Revenue Hours (Average Saturday Schedule),W,No
20100,MTA Long Island Rail Road,Full Reporter,Urban,Jamaica,NY,1.0,"New York-Newark, NY-NJ-CT",CR,DO,Transit Asset Management Facilities Inventory (A-15),SqFt,20100 - CR/DO A-15 Data Waiver,W,No
20100,MTA Long Island Rail Road,Full Reporter,Urban,Jamaica,NY,1.0,"New York-Newark, NY-NJ-CT",CR,DO,Transit Way Mileage (A-20),,20100 - CR/DO A-20 Data Waiver,W,No
20100,MTA Long Island Rail Road,Full Reporter,Urban,Jamaica,NY,1.0,"New York-Newark, NY-NJ-CT",CR,DO,Service Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total Schedule,20100 - CR/DO S-10 UPT W,W,No
20100,MTA Long Island Rail Road,Full Reporter,Urban,Jamaica,NY,1.0,"New York-Newark, NY-NJ-CT",CR,DO,Service Rail (S-10),Passenger Miles (PM) - Annual Total Schedule,20100 - CR/DO S-10 PMT W,W,Yes
20120,City of Glens Falls ,Reduced Reporter,Urban,Queensbury,NY,419.0,"Glens Falls, NY",DR,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20120 - DR/DO Questionable Operating Expenses (no IAS-FD),Q,No
20120,City of Glens Falls ,Reduced Reporter,Urban,Queensbury,NY,419.0,"Glens Falls, NY",MB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20120 - MB/DO Questionable Operating Expenses (no IAS-FD),Q,No
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Federal Funding Allocation Statistics (FFA-10),Actual Vehicle Revenue Miles (VRM) >= 7 Years @ Federal Fiscal Year End (FFYE) -Annual Total,20122 - High Intensity VRM (Q),Q,Yes
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Employees (R-10),Vehicle Operations - Full Time Operator Work Hours,20122 - Vehicle Operations Full Time Operator Work Hours (Q),Q,No
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Other Salaries and Wages - Facility Maintenance,20122 - Facility Maintenance Non Operator Salaries and Wages (Q),Q,No
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,20122 - Total Actual Vehicle Revenue Miles (Q - IAS FFA Incomplete),Q,Yes
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours (VRH) - Annual Total,20122 â€“ Total Actual Vehicle Revenue Hours (Q - IAS FFA Incomplete),Q,No
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Unlinked Passenger Trips (UPT) - Annual Total,20122 â€“ Unlinked Passenger Trips Annual Total (Q - IAS FFA Incomplete),Q,No
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Passenger Miles Traveled (PMT) - Annual Total,20122 â€“ Passenger Miles Traveled Trips Annual Total (Q - IAS FFA Incomplete),Q,Yes
20122,"Academy Lines, Inc.",Full Reporter,Urban,Hoboken,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20122 - Total Modal Expenses (Q - IAS FFA Incomplete),Q,Yes
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Transit Asset Management Facilities Inventory (A-15),SqFt,20126 - Facility ID 19851 Square Footage (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Federal Funding Allocation Statistics (FFA-10),Actual Vehicle Revenue Miles (VRM) >= 7 Years @ Federal Fiscal Year End (FFYE) -Annual Total ,20126 - HIB VRM (Q),Q,Yes
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Sunday Schedule,20126 - Total Actual Vehicle Revenue Miles Average Sunday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles - Average Sunday Schedule,20126 - Total Scheduled Vehicle Revenue Miles Average Sunday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Average Saturday Schedule,20126 - Total Actual Vehicle Revenue Miles Average Saturday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Scheduled Vehicle Revenue Miles -Average Saturday Schedule,20126 - Total Scheduled Vehicle Revenue Miles Average Saturday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Weekday Schedule,20126 - Total Scheduled Vehicle Revenue Miles Average Weekday ,Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,20126 - Total Actual Vehicle Revenue Miles Average Weekday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Average Sunday Schedule,20126 - Total Actual Vehicle Hours for Average Sunday Schedule (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Sunday Schedule,20126 - Total Actual Vehicle Revenue Hours for Average Sunday Schedule (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Average Saturday Schedule,20126 - Total Actual Vehicle Hours for Average Saturday Schedule (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Saturday Schedule,20126 =- Total Actual Vehicle Revenue Hours for Average Saturday Schedule (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,20126 - Annual Total - Total Actual Vehicle Hours (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,20126 - Total Actual Vehicle Miles â€“ Annual Total (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,20126 - Total Actual Vehicle Revenue Miles â€“ Annual Total (Q),Q,Yes
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Annual Total Schedule,20126 - Total Actual Vehicle Revenue Hoursâ€“ Annual Total,Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Average Weekday Schedule,20126 - Total Actual Vehicle Hours â€“ Average Weekday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Weekday Schedule,20126 - Total Actual Vehicle Miles â€“ Average Weekday,Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,20126 - Total Actual Vehicle Revenue Miles â€“ Average Weekday (Q),Q,No
20126,"Hudson Transit Lines, Inc.",Full Reporter,Urban,Mahwah,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Weekday Schedule,20126 - Total Actual Vehicle Revenue Hoursâ€“ Average Weekday (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",,,Transit Asset Management Performance Measure Targets (A-90),Automobiles Target,20128 - Transit Asset Management Performance Measure Targets - Automobiles (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",,,Transit Asset Management Performance Measure Targets (A-90),Trucks and other Rubber Tire Vehicles Target,20128 - Performance Target for Trucks and other Rubber Tire Vehicles - (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Miscellaneous Expenses - Vehicle Operations,20128 - Vehicle Operations Miscellaneous Expenses - CB/DO - (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Operator's Salaries and Wages - Vehicle Operations,20128 - Vehicle Operations Operator Salaries and Wages - CB/D) - (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Average Weekday Schedule,20128 - Total Actual Vehicle Hours â€“ Average Weekday - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Average Weekday Schedule,20128 - Total Actual Vehicle Miles â€“ Average Weekday - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) -Average Weekday Schedule,20128 - Total Actual Vehicle Revenue Miles â€“ Average Weekday - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Average Weekday Schedule,20128 - Total Actual Vehicle Revenue Hours â€“ Average Weekday - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Hours -Annual Total Schedule,20128 - Total Actual Vehicle Hours â€“ Annual Total - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Miles -Annual Total Schedule,20128 - Total Actual Vehicle Miles â€“ Annual Total - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Miles (VRM) - Annual Total ,20128 - Total Actual Vehicle Revenue Miles â€“ Annual Total - CB/DO (Q),Q,Yes
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Non-Rail (S-10),Total Actual Vehicle Revenue Hours  (VRH) - Annual Total Schedule,20128 - Total Actual Vehicle Revenue Hours â€“ Annual Total - CB/DO (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Fuels and Lubricants - Vehicle Operations,20128 - Fuel and Lubricants - Vehicle Operations - CB/DO - (Q),Q,No
20128,Suburban Transit Corporation,Full Reporter,Urban,New Brunswick,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Fuels and Lubricants - Vehicle Maintenance,20128 - Fuel and Lubricants - Vehicle Maintenance - CB/DO - (Q),Q,No
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Spring Valley,NY,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Operating Expenses (F-30),Total Modal Expenses - Total Modal Expenses,20135 - Total Operating Expenses CB/DO - Q,Q,Yes
20135,Monsey New Square Trails Corporation,Full Reporter,Urban,Spring Valley,NY,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Service Rail (S-10),Vehicles operated in annual maximum service (VOMS),20135 - VOMS - Q,Q,No
20149,"Rockland Coaches, Inc.",Full Reporter,Urban,Paramus,NJ,1.0,"New York-Newark, NY-NJ-CT",CB,DO,Federal Funding Allocation Statistics (FFA-10),Service Provided on Directional Route Miles (DR) that can be allocated to VRM >= 7 years @Federal Fiscal Year End (FFYE),20149 - CB/DO HIB VRM Q,Q,Yes
