Agency NTD ID,Agency Name,Agency Reporter Type,Agency Reporting Module,Sponsor NTD ID,Sponsor Agency Name,Sponsor Reporter Type
30025,County of Lackawanna Transit System,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30026,River Valley Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30044,Westmoreland County Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30055,Mercer County Regional Council of Governments,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30077,Borough of Pottstown,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30087,County of Fayette,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30093,City of Hazleton,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30095,County of Lebanon Transit Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30111,Washington County Transportation Authority,Full Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30116,Borough of Mt. Carmel,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30124,Warren County Transit Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30127,Schuylkill Transportation System,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30137,Monroe County Transportation Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30141,Butler Transit Authority,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
30151,New Castle Area Transit Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30170,Endless Mountains Transportation Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30177,Indiana County Transit Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30185,Crawford Area Transportation Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30194,Mid-County Transit Authority,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30196,Area Transportation Authority of North Central PA,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31028,"Allied Coordinated Transportation Services, Inc.",Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31029,"Blair Senior Services, Inc.",Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
31030,"Bucks County Transport, Inc.",Reduced Asset Reporter,Asset,3R04,Pennsylvania Department of Transportation,State Reporter
31031,"Call-A-Ride Service, Inc.",Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31032,Clarion County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31033,"Community Transit of Delaware County, Inc.",Reduced Asset Reporter,Asset,3R04,Pennsylvania Department of Transportation,State Reporter
31034,Forest County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31035,Wayne County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31036,"STEP, Inc.",Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
31037,"Suburban Transit Network, Inc.",Reduced Asset Reporter,Asset,3R04,Pennsylvania Department of Transportation,State Reporter
31038,Pike County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31039,Huntingdon-Bedford-Fulton Area Agency on Aging,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31040,Greene County - PA,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31041,County of Butler,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31042,Centre County,Reduced Reporter,Urban,3R04,Pennsylvania Department of Transportation,State Reporter
31043,Chester County,Reduced Asset Reporter,Asset,3R04,Pennsylvania Department of Transportation,State Reporter
31044,Somerset County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
31045,Susquehanna County,Rural Reporter,Rural,3R04,Pennsylvania Department of Transportation,State Reporter
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30002,The Tri-State Transit Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30089,Monongalia County Urban Mass Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30090,Eastern Panhandle Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30119,Central West Virginia Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30121,Bluefield Area Transit,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30122,Randolph County Senior Center ,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30135,Potomac Valley Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30138,Barbour Co. Senior Center ,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30140,Mountain Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30149,Fairmont Marion County Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30162,Little Kanawha Transit Authority,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30183,Tri River Transit,Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30190,"Preston County Sr. Cit, Inc. ",Rural Reporter,Rural,3R05,West Virginia Department of Transportation,State Reporter
30199,New River Transit Authority,Reduced Reporter,Urban,3R05,West Virginia Department of Transportation,State Reporter
30991,Wood County Senior Citizens Association,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30993,Wirt County Committee on Aging & Family Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30994,Webster County Senior Citizens,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30996,Summers County Council on Aging,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30997,Senior Life Services of Morgan County,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30998,Ritchie County Integrated Family Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30999,Raleigh County Community Action Association,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31000,Putnam County Aging Program,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31001,Pocahontas County Senior Citizens,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31002,Pleasants County Senior Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31003,Pendleton Senior & Family Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31005,"McDowell County Commission on Aging, Inc.",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31006,Marion County Senior Citizens,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31007,"Logan-Mingo Area Mental Health, Inc.",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31008,Lewis County Senior Citizens Center,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31009,Kanawha Valley Senior Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31010,Jefferson County Council on Aging,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31011,Harrison County Senior Citizens Center,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31012,Hancock County Senior Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31014,Friends of Hansford Center,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31015,Family Service Upper Ohio Valley,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31016,Council on Aging (Wyoming County),Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31017,Council of Senior Citizens of Gilmer County,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31018,Berkeley Senior Services,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31019,Community Action of South Eastern WV,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31021,"Christian Help, Inc. of Mingo County",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31023,"Central WV Community Action, Inc.",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31024,Braxton County Senior Citizens Center,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31046,"Commission On Aging Family Services Inc., The",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31047,Raleigh County Commission on Aging,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31048,"Greenbrier Co. Committee on Aging, Inc.",Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31049,Hardy County Committee on Aging Inc,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
31050,Council of Senior Tyler Countians Inc,Reduced Asset Reporter,Asset,3R05,West Virginia Department of Transportation,State Reporter
30007,Greater Roanoke Transit Company,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30009,City of Petersburg ,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30036,City of Charlottesville,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30045,"JAUNT, Inc.",Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30053,City of Bristol Virginia,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30069,City of Danville ,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30071,City of Alexandria ,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30076,Williamsburg Area Transit Authority,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30079,City of Fredericksburg,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30080,"Arlington County, Virginia",Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30081,Loudoun County,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30091,Town of Blacksburg,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30094,City of Harrisonburg,Full Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30099,City of Winchester,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30114,Accomack-Northhampton Transportation District Comm,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30115,"New River Valley Senior Services, Inc.",Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30118,Virginia Regional Transit,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30123,District Three Governmental Cooperative,Reduced Reporter,Urban,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30132,Mountain Empire Older Citizens ,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30142,Lake Country Area Agency on Aging,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30147,Town of Chincoteague,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
30157,Town of Altavista,Rural Reporter,Rural,3R06,Virginia Department of Rail and Public Transportation,State Reporter
