wltype,NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Bio-Diesel,Bunker Fuel,C Natural Gas,Diesel Fuel,Electric Battery,Electric Propulsion,Ethanol, Methonal ,Gasoline,Hydrogen,Kerosene,Liquified Nat Gas,Liquified Petroleum Gas,Other Fuel,Other Fuel Description
Full Reporter,70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,DR,DO,,,,625136,,,,,,,,,,,
Full Reporter,70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,LR,DO,,,,,,36496148,,,,,,,,,
Full Reporter,70006,Bi-State Development Agency of the Missouri-Illinois Metropolitan District,Full Reporter,Urban,MB,DO,,,,3965272,,,,,,,,,,,
Full Reporter,70008,City of Cedar Rapids,Full Reporter,Urban,DR,PT,,,,12905,,,,,24401,,,,,,
Full Reporter,70008,City of Cedar Rapids,Full Reporter,Urban,MB,DO,,,,195237,,,,,,,,,,,
Full Reporter,70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,DR,DO,,,,92655,,,,,2556,,,,,,
Full Reporter,70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,MB,DO,,,,731993,,,,,,,,,,,
Full Reporter,70010,Des Moines Area Regional Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,89216,,,,,,
Full Reporter,70012,City of Sioux City,Full Reporter,Urban,DR,PT,,,,,,,,,26215,,,,,,
Full Reporter,70012,City of Sioux City,Full Reporter,Urban,MB,DO,,,,132902,,,,,,,,,,,
Full Reporter,70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,,,,,,,,,24429,,,,,,
Full Reporter,70014,Topeka Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,,,,183010,,,,,,,,,,,
Full Reporter,70015,City of Wichita ,Full Reporter,Urban,DR,DO,,,,,,,,,87397,,,,,,
Full Reporter,70015,City of Wichita ,Full Reporter,Urban,MB,DO,,,,281514,185000,,,,,,,,,,
Full Reporter,70016,City of Columbia,Full Reporter,Urban,DR,DO,,,17408,,,,,,24680,,,,,,
Full Reporter,70016,City of Columbia,Full Reporter,Urban,MB,DO,84651,,16030,,44815,,,,,,,,,,
Full Reporter,70018,City of Iowa City,Full Reporter,Urban,DR,PT,,,,3013,,,,,32814,,,,,,
Full Reporter,70018,City of Iowa City,Full Reporter,Urban,MB,DO,,,,163335,,,,,,,,,,,
Full Reporter,70019,University of Iowa,Full Reporter,Urban,DR,DO,,,,7164,,,,,,,,,,,
Full Reporter,70019,University of Iowa,Full Reporter,Urban,MB,DO,,,,170860,,,,,,,,,,,
Full Reporter,70030,City of Coralville,Full Reporter,Urban,DR,PT,,,,1689,,,,,7188,,,,,,
Full Reporter,70030,City of Coralville,Full Reporter,Urban,MB,DO,,,,47283,,,,,,,,,,,
Full Reporter,70035,Johnson County Kansas,Full Reporter,Urban,CB,PT,,,,72425,,,,,,,,,,,
Full Reporter,70035,Johnson County Kansas,Full Reporter,Urban,DR,PT,,,15015,,,,,,43250,,,,,,
Full Reporter,70035,Johnson County Kansas,Full Reporter,Urban,MB,PT,,,54052,158965,,,,,11283,,,,,,
Full Reporter,70041,Ames Transit Agency,Full Reporter,Urban,MB,DO,11882,,,309731,,,,,16010,,,,,,
Full Reporter,70044,University of Kansas,Full Reporter,Urban,MB,PT,54866,,,70849,,,,,,,,,,,
Full Reporter,70048,City of Lawrence,Full Reporter,Urban,DR,PT,,,,,,,,,72883,,,,,,
Full Reporter,70048,City of Lawrence,Full Reporter,Urban,MB,PT,,,,129293,,,,,51477,,,,,,
Full Reporter,70049,River Bend Transit,Full Reporter,Urban,DR,DO,,,,,,,,,82480,,,,,,
Full Reporter,70049,River Bend Transit,Full Reporter,Urban,DR,PT,,,,,,,,,50590,,,,,,
Full Reporter,70049,River Bend Transit,Full Reporter,Urban,MB,PT,,,,,,,,,8712,,,,,,
Full Reporter,70066,Heart of Iowa Regional Transit Agency,Full Reporter,Urban,DR,DO,,,,13676,,,,,114401,,,,,,
Full Reporter,70271,"Kansas City, City of Missouri",Full Reporter,Urban,SR,PT,,,,,,1080674,,,,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,CB,DO,,,,251389,,,,,,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,CR,DO,,,,1921417,,,,,,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,DR,DO,,,,25811,,,,,152418,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,DR,PT,,,,12100,,,,,92766,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,LR,DO,,,,,,39602347,,,,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,MB,DO,,,305814,2764585,98071,,,,127617,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,MB,PT,,,,122,,,,,30408,,,,,,
Full Reporter,80001,Utah Transit Authority,Full Reporter,Urban,VP,DO,,,,,,,,,255799,,,,,,
Full Reporter,80002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,DR,DO,,,,40384,,,,,,,,,,,
Full Reporter,80002,Su Tran LLC dba: Sioux Area Metro,Full Reporter,Urban,MB,DO,,,,128053,,,,,,,,,,,
Full Reporter,80003,City of Fargo,Full Reporter,Urban,DR,PT,,,,,,,,,41515,,,,,,
Full Reporter,80003,City of Fargo,Full Reporter,Urban,MB,PT,,,,217202,,,,,2267,,,,,,
Full Reporter,80004,City of Billings,Full Reporter,Urban,DR,DO,,,,,,,,,25286,,,,,,
Full Reporter,80004,City of Billings,Full Reporter,Urban,MB,DO,,,,128260,,,,,,,,,,,
Full Reporter,80005,City of Colorado Springs,Full Reporter,Urban,DR,PT,,,,,,,,,65221,,,,,,
Full Reporter,80005,City of Colorado Springs,Full Reporter,Urban,MB,PT,,,,472810,,,,,,,,,,,
Full Reporter,80005,City of Colorado Springs,Full Reporter,Urban,VP,DO,,,,,,,,,9829,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,CR,DO,,,,,,688983,,,,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,CR,PT,,,,,,40149051,,,,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,DR,PT,,,,,,,,,694577,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,LR,DO,,,,,,60630772,,,,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,MB,DO,,,,4032532,862743,,,,,,,,,,
Full Reporter,80006,Denver Regional Transportation District,Full Reporter,Urban,MB,PT,,,,2717859,21122,,,,,,,,,,
Full Reporter,80007,City of Pueblo,Full Reporter,Urban,DR,PT,,,,,,,,,26959,,,,,,
Full Reporter,80007,City of Pueblo,Full Reporter,Urban,MB,DO,,,,125316,,,,,,,,,,,
Full Reporter,80008,Cities Area Transit,Full Reporter,Urban,DR,DO,,,,,,,,,15888,,,,,,
Full Reporter,80008,Cities Area Transit,Full Reporter,Urban,MB,DO,5825,,,58861,,,,,16700,,,,,,
Full Reporter,80009,Missoula Urban Transportation District,Full Reporter,Urban,DR,DO,,,,6794,,,,,12897,,,,,,
Full Reporter,80009,Missoula Urban Transportation District,Full Reporter,Urban,MB,DO,,,,134502,232906,,,,,,,,,,
Full Reporter,80011,City of Fort Collins,Full Reporter,Urban,DR,PT,,,,,,,,,2167,,,,,,
Full Reporter,80011,City of Fort Collins,Full Reporter,Urban,MB,DO,4564,,313052,,,,,,,,,,,,
Full Reporter,80011,City of Fort Collins,Full Reporter,Urban,MB,PT,,,,3286,,,,,,,,,,,
Full Reporter,80011,City of Fort Collins,Full Reporter,Urban,RB,DO,,,88825,,,,,,,,,,,,
Full Reporter,80012,Great Falls Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,13780,,,,,,
Full Reporter,80012,Great Falls Transit District,Full Reporter,Urban,MB,DO,,,,76327,,,,,,,,,,,
Full Reporter,80025,"City of Loveland, Colorado",Full Reporter,Urban,MB,DO,,,,22808,,,,,21679,,,,,,
Full Reporter,80028,Cache Valley Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,14125,,,,,,
Full Reporter,80028,Cache Valley Transit District,Full Reporter,Urban,MB,DO,,,,208514,,,,,,,,,,,
Full Reporter,80106,North Front Range Transportation and Air Quality Planning Council,Full Reporter,Urban,VP,DO,,,,,,,,,21415,,,,,,
Full Reporter,80107,University of Montana,Full Reporter,Urban,MB,DO,,,,10918,82841,,,,,,,,,,
Full Reporter,80109,Enterprise - Denver,Full Reporter,Urban,VP,DO,,,,,,,,,31554,,,,,,
Full Reporter,80285,Via Mobility Services,Full Reporter,Urban,DR,DO,,,439,,19820,,,,64833,,,,,,
Full Reporter,90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,CB,PT,,,,,217069,,,,,,,,,,
Full Reporter,90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,DR,PT,,,179937,,,,,,20739,,,,,,
Full Reporter,90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,MB,PT,635399,,,,1115876,,,,,,,,,,
Full Reporter,90001,Regional Transportation Commission of Washoe County,Full Reporter,Urban,VP,PT,,,,,,,,,188009,,,,,,
Full Reporter,90002,City and County of Honolulu,Full Reporter,Urban,DR,PT,,,,2828,,,,,1182409,,,,,,
Full Reporter,90002,City and County of Honolulu,Full Reporter,Urban,MB,PT,,,,5199156,,,,,779,,,,,,
Full Reporter,90002,City and County of Honolulu,Full Reporter,Urban,VP,PT,,,,,,,,,34715,,,,,,
Full Reporter,90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,HR,DO,,,,,,298200780,,,,,,,,,
Full Reporter,90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,MG,PT,,,,,,6323920,,,,,,,,,
Full Reporter,90003,San Francisco Bay Area Rapid Transit District,Full Reporter,Urban,YR,DO,335483,,,,,,,,,,,,,,
Full Reporter,90004,Golden Empire Transit District,Full Reporter,Urban,DR,DO,,,101706,,,,,,15557,,,,,,
Full Reporter,90004,Golden Empire Transit District,Full Reporter,Urban,MB,DO,,,1291068,,,,,,,,,,,,
Full Reporter,90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,CB,DO,,,43425,38631,,,,,,,,,,,
Full Reporter,90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,62960,,,,,,
Full Reporter,90006,Santa Cruz Metropolitan Transit District,Full Reporter,Urban,MB,DO,,,501897,94464,,,,,,,,,,,
Full Reporter,90007,City of Modesto ,Full Reporter,Urban,DR,PT,,,,44152,,,,,10716,,,,,,
Full Reporter,90007,City of Modesto ,Full Reporter,Urban,MB,PT,,,,463980,690,,,,,,,,,,
Full Reporter,90008,City of Santa Monica,Full Reporter,Urban,DR,PT,,,2764,,,,,,17,,,,,,
Full Reporter,90008,City of Santa Monica,Full Reporter,Urban,MB,DO,,,1664337,,46483,,,,,,,159629,,,
Full Reporter,90009,San Mateo County Transit District,Full Reporter,Urban,DR,PT,,,,172008,,,,,6415,,,,,,
Full Reporter,90009,San Mateo County Transit District,Full Reporter,Urban,MB,DO,,,,1453307,30,,,,,,,,,,
Full Reporter,90009,San Mateo County Transit District,Full Reporter,Urban,MB,PT,6442,,,538289,,,,,78907,,,,,,
Full Reporter,90010,City of Torrance,Full Reporter,Urban,MB,DO,,,572880,,,,,,24588,,,,,,
Full Reporter,90012,San Joaquin Regional Transit District,Full Reporter,Urban,CB,PT,89299,,,,,,,,,,,,,,
Full Reporter,90012,San Joaquin Regional Transit District,Full Reporter,Urban,DR,PT,,,,17526,,,,,49661,,,,,,
Full Reporter,90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,DO,,,,248817,652030,,,,,,,,,,
Full Reporter,90012,San Joaquin Regional Transit District,Full Reporter,Urban,MB,PT,,,,53580,,,,,83157,,,,,,
Full Reporter,90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,379552,,,,,,
Full Reporter,90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,LR,DO,,,,,,22062611,,,,,,,,,
Full Reporter,90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,DO,,,,3333792,125435,,,,,,,,,,
Full Reporter,90013,Santa Clara Valley Transportation Authority,Full Reporter,Urban,MB,PT,,,,,,,,,,,,,59829,,
Full Reporter,90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,CB,DO,,,,540852,,,,,,,,,,,
Full Reporter,90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,DO,,,,,,,,,13116,,,,,,
Full Reporter,90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,DR,PT,,,,4406,,,,,781458,,,,,,
Full Reporter,90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,DO,,,,4200622,111427,,,,,47695,,,,,
Full Reporter,90014,Alameda-Contra Costa Transit District,Full Reporter,Urban,MB,PT,,,,88744,,,,,,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,CC,DO,,,,,,3009265,,,,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,DR,PT,64,,,,,,,,381193,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,LR,DO,,,,,,51453351,,,,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,MB,DO,4112889,,,,,,,,,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,SR,DO,,,,,,4119760,,,,,,,,,
Full Reporter,90015,City and County of San Francisco,Full Reporter,Urban,TB,DO,,,,,,26086286,,,,,,,,,
Full Reporter,90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,DR,PT,,,,,,,,,49352,,,,,,
Full Reporter,90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,FB,DO,1856186,,,,,,,,,,,,,,
Full Reporter,90016,"Golden Gate Bridge, Highway and Transportation District",Full Reporter,Urban,MB,DO,,,,971341,,,,,,,,,,,
Full Reporter,90017,City of Santa Rosa,Full Reporter,Urban,DR,PT,,,,,,,,,27635,,,,,,
Full Reporter,90017,City of Santa Rosa,Full Reporter,Urban,MB,DO,,,,191763,,,,,,,,,,,
Full Reporter,90017,City of Santa Rosa,Full Reporter,Urban,MB,PT,,,,,,,,,2934,,,,,,
Full Reporter,90019,Sacramento Regional Transit District,Full Reporter,Urban,DR,DO,,,119392,,27054,,,,57772,,,,,,
Full Reporter,90019,Sacramento Regional Transit District,Full Reporter,Urban,LR,DO,,,,,,30089655,,,,,,,,,
Full Reporter,90019,Sacramento Regional Transit District,Full Reporter,Urban,MB,DO,,,2304975,29823,48457,,,,93007,,,,,,
Full Reporter,90020,Santa Barbara Metropolitan Transit District,Full Reporter,Urban,MB,DO,,,,585298,228171,,,,,,,,,,
Full Reporter,90022,City of Norwalk ,Full Reporter,Urban,DR,PT,,,,,,,,,11725,,,,,,
Full Reporter,90022,City of Norwalk ,Full Reporter,Urban,MB,DO,,,283974,,,,,,60343,,,,,,
Full Reporter,90023,Long Beach Transit,Full Reporter,Urban,DR,PT,,,14480,,,,,,1479,,,,,,
Full Reporter,90023,Long Beach Transit,Full Reporter,Urban,MB,DO,,,1104555,126276,411097,,,,731596,,,,,,
Full Reporter,90024,City of La Mirada ,Full Reporter,Urban,DR,PT,,,8835,,,,,,6759,,,,,,
Full Reporter,90026,San Diego Metropolitan Transit System,Full Reporter,Urban,CB,PT,,,,138709,,,,,,,,,,,
Full Reporter,90026,San Diego Metropolitan Transit System,Full Reporter,Urban,DR,PT,,,,,,,,,205687,,,,379443,,
Full Reporter,90026,San Diego Metropolitan Transit System,Full Reporter,Urban,LR,DO,,,,,,52502166,,,,,,,,,
Full Reporter,90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,DO,,,3504141,,109357,,,,,,,,,,
Full Reporter,90026,San Diego Metropolitan Transit System,Full Reporter,Urban,MB,PT,,,3886936,,,,,,27177,,,,354113,,
Full Reporter,90027,City of Fresno,Full Reporter,Urban,DR,PT,,,12616,,,,,,187704,,,,,,
Full Reporter,90027,City of Fresno,Full Reporter,Urban,MB,DO,,,1643473,,,,,,1616,,,,,,
Full Reporter,90029,Omnitrans,Full Reporter,Urban,DR,PT,,,359359,,,,,,170365,,,,,,
Full Reporter,90029,Omnitrans,Full Reporter,Urban,MB,DO,,,2447321,,,,,,,,,,,,
Full Reporter,90029,Omnitrans,Full Reporter,Urban,MB,PT,,,29489,,,,,,22346,,,,,,
Full Reporter,90030,North County Transit District,Full Reporter,Urban,CR,PT,,,,766773,,,,,,,,,,,
Full Reporter,90030,North County Transit District,Full Reporter,Urban,DR,PT,,,,,,,,,138303,,,,,,
Full Reporter,90030,North County Transit District,Full Reporter,Urban,MB,PT,,,1562227,53522,,,,,42039,,,,,,
Full Reporter,90030,North County Transit District,Full Reporter,Urban,YR,PT,,,,379200,,,,,,,,,,,
Full Reporter,90031,Riverside Transit Agency,Full Reporter,Urban,CB,DO,,,267944,,,,,,,,,,,,
Full Reporter,90031,Riverside Transit Agency,Full Reporter,Urban,CB,PT,,,52029,,,,,,87278,,,,,,
Full Reporter,90031,Riverside Transit Agency,Full Reporter,Urban,DR,PT,,,,,,,,,400603,,,,,,
Full Reporter,90031,Riverside Transit Agency,Full Reporter,Urban,MB,DO,,,1574371,,,,,,,,,,,,
Full Reporter,90031,Riverside Transit Agency,Full Reporter,Urban,MB,PT,,,354760,,,,,,266693,,,,,,
Full Reporter,90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,DR,PT,,,,,,,,,606245,,,,,,
Full Reporter,90032,City of Phoenix Public Transit Department ,Full Reporter,Urban,MB,PT,,,4930654,1856708,,,,,102371,,,463832,,,
Full Reporter,90033,City of Tucson,Full Reporter,Urban,DR,PT,,,,698,,,,,514068,,,,,,
Full Reporter,90033,City of Tucson,Full Reporter,Urban,MB,PT,1671027,,902015,,2845,,,,,,,,,,
Full Reporter,90033,City of Tucson,Full Reporter,Urban,SR,PT,,,,,,1833440,,,,,,,,,
Full Reporter,90034,City of Glendale ,Full Reporter,Urban,DR,DO,,,,437,,,,,46872,,,,3573,,
Full Reporter,90034,City of Glendale ,Full Reporter,Urban,MB,DO,,,,7542,,,,,10247,,,,1844,,
Full Reporter,90035,Gold Coast Transit District,Full Reporter,Urban,DR,PT,,,75094,,,,,,17768,,,,,,
Full Reporter,90035,Gold Coast Transit District,Full Reporter,Urban,MB,DO,,,759703,,,,,,,,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,CB,DO,,,80382,,,,,,,,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,CB,PT,,,100293,,,,,,,,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,DR,PT,,,,,,,,,1124651,,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,MB,DO,,,3940140,,,,,,,19482,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,MB,PT,,,2873801,,,,,,,,,,,,
Full Reporter,90036,Orange County Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,394270,,,,,,
Full Reporter,90039,City of Culver City,Full Reporter,Urban,DR,DO,,,6192,,,,,,,,,,,,
Full Reporter,90039,City of Culver City,Full Reporter,Urban,MB,DO,,,829856,,,,,,,,,,,,
Full Reporter,90041,City of Montebello,Full Reporter,Urban,MB,DO,,,337221,25905,,,,,249588,,,,,,
Full Reporter,90041,City of Montebello,Full Reporter,Urban,MB,PT,,,,,,,,,10946,,,,,,
Full Reporter,90042,City of Gardena,Full Reporter,Urban,DR,DO,,,,,,,,,8082,,,,,,
Full Reporter,90042,City of Gardena,Full Reporter,Urban,MB,DO,,,,153,144279,,,,426252,,,,,,
Full Reporter,90043,City of Commerce,Full Reporter,Urban,DR,DO,,,7998,,,,,,,,,,,,
Full Reporter,90043,City of Commerce,Full Reporter,Urban,MB,DO,,,137109,,,,,,,,,,,,
Full Reporter,90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,DR,PT,,,1817134,,,,,,,,,,,,
Full Reporter,90045,Regional Transportation Commission of Southern Nevada,Full Reporter,Urban,MB,PT,709409,,6175322,,,,,,,,,,,,
Full Reporter,90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,CB,PT,,,,77297,,,,,,,,,,,
Full Reporter,90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,DR,PT,,,,12395,,,,,32653,,,,,,
Full Reporter,90061,Yuba-Sutter Transit Authority,Full Reporter,Urban,MB,PT,,,,116774,,,,,,,,,,,
Full Reporter,90062,Monterey-Salinas Transit,Full Reporter,Urban,DR,PT,,,,,,,,,207141,,,,,,
Full Reporter,90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,DO,,,,596417,11808,,,,,,,,,,
Full Reporter,90062,Monterey-Salinas Transit,Full Reporter,Urban,MB,PT,,,,11264,,,,,158327,,,,,,
Full Reporter,90078,Central Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,139035,,,,,,
Full Reporter,90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,DO,,,,610413,227250,,,,,,,,,,
Full Reporter,90078,Central Contra Costa Transit Authority,Full Reporter,Urban,MB,PT,,,,,,,,,9923,,,,,,
Full Reporter,90079,SunLine Transit Agency,Full Reporter,Urban,DR,DO,,,200303,,,,,,,,,,,,
Full Reporter,90079,SunLine Transit Agency,Full Reporter,Urban,MB,DO,,,1027608,,277105,,,,,55593,,,,,
Full Reporter,90079,SunLine Transit Agency,Full Reporter,Urban,VP,PT,,,,,,,,,11395,,,,,,
Full Reporter,90086,City of Riverside,Full Reporter,Urban,DR,DO,,,79649,,,,,,249,,,,,,
Full Reporter,90087,City of Santa Maria,Full Reporter,Urban,DR,PT,,,,,,,,,18838,,,,,,
Full Reporter,90087,City of Santa Maria,Full Reporter,Urban,MB,PT,,,,179392,,,,,9096,,,,,,
Full Reporter,90088,Napa Valley Transportation Authority,Full Reporter,Urban,CB,PT,,,5464,138396,,,,,,,,,,,
Full Reporter,90088,Napa Valley Transportation Authority,Full Reporter,Urban,DR,PT,,,,7247,,,,,68775,,,,,,
Full Reporter,90088,Napa Valley Transportation Authority,Full Reporter,Urban,MB,PT,,,49173,110099,,,,,13456,,,,,,
Full Reporter,90089,County of Sonoma ,Full Reporter,Urban,DR,PT,,,,,,,,,74134,,,,,,
Full Reporter,90089,County of Sonoma ,Full Reporter,Urban,MB,PT,,,333741,,8034,,,,27147,,,,,,
Full Reporter,90090,Yolo County Transportation District,Full Reporter,Urban,DR,PT,,,,35587,,,,,1712,,,,,,
Full Reporter,90090,Yolo County Transportation District,Full Reporter,Urban,MB,PT,,,503687,33985,2481,,,,,,,,,,
Full Reporter,90091,City of Visalia  ,Full Reporter,Urban,CB,PT,,,39795,,,,,,,,,,,,
Full Reporter,90091,City of Visalia  ,Full Reporter,Urban,DR,PT,,,33526,,,,,,,,,,,,
Full Reporter,90091,City of Visalia  ,Full Reporter,Urban,MB,PT,,,506846,,,,,,,,,,,,
Full Reporter,90092,"City of Fairfield, California",Full Reporter,Urban,CB,PT,,,,205456,,,,,,,,,,,
Full Reporter,90092,"City of Fairfield, California",Full Reporter,Urban,DR,PT,,,,,,,,,23472,,,,,,
Full Reporter,90092,"City of Fairfield, California",Full Reporter,Urban,MB,PT,,,,129774,,,,,,,,,,,
Full Reporter,90093,Redding Area Bus Authority,Full Reporter,Urban,DR,PT,,,,,,,,,39578,,,,,,
Full Reporter,90093,Redding Area Bus Authority,Full Reporter,Urban,MB,PT,,,,132372,6131,,,,10852,,,,,,
Full Reporter,90094,Metropolitan Transportation Commission,Full Reporter,Urban,VP,PT,,,,,,,,,162005,,,,,,
Full Reporter,90095,San Diego Association of Governments,Full Reporter,Urban,VP,PT,,,,,,,,,743316,,,,,,
Full Reporter,90121,Antelope Valley Transit Authority,Full Reporter,Urban,CB,PT,,,,242225,,,,,,,,,,,
Full Reporter,90121,Antelope Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,37677,,,,,,
Full Reporter,90121,Antelope Valley Transit Authority,Full Reporter,Urban,MB,PT,,,,173390,4757622,,,,,,,,,,
Full Reporter,90131,City of Scottsdale ,Full Reporter,Urban,MB,PT,,,90685,100926,,,,,,,,,,,
Full Reporter,90134,Peninsula Corridor Joint Powers Board,Full Reporter,Urban,CR,PT,,,,3805923,,,,,,,,,,,
Full Reporter,90134,Peninsula Corridor Joint Powers Board,Full Reporter,Urban,MB,PT,,,,9429,,,,,91237,,,,,,
Full Reporter,90136,Regional Public Transportation Authority,Full Reporter,Urban,MB,PT,,,3595551,584671,,,,,75058,,,129962,,,
Full Reporter,90136,Regional Public Transportation Authority,Full Reporter,Urban,VP,PT,,,,,,,,,372540,,,,,,
Full Reporter,90140,City of Peoria ,Full Reporter,Urban,DR,DO,,,,,,,,,17368,,,,,,
Full Reporter,90142,"University of California, Davis",Full Reporter,Urban,MB,DO,21192,,207574,,,,,,1364,,,,,,
Full Reporter,90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,23557,,,,,,
Full Reporter,90144,Livermore / Amador Valley Transit Authority,Full Reporter,Urban,MB,PT,,,,314256,,,,,,,,,,,
Full Reporter,90146,Foothill Transit,Full Reporter,Urban,MB,PT,,,5024392,,1517879,,,,,,,,,,
Full Reporter,90147,City of Los Angeles,Full Reporter,Urban,CB,PT,,,898178,,,,,,,,,,,,
Full Reporter,90147,City of Los Angeles,Full Reporter,Urban,DR,PT,,,8103,,,,,,341350,,,,,,
Full Reporter,90147,City of Los Angeles,Full Reporter,Urban,MB,PT,,,1553357,,117761,,,,,,,,522834,,
Full Reporter,90148,Victor Valley Transit Authority,Full Reporter,Urban,CB,PT,,,83496,,,,,,8994,,,,,,
Full Reporter,90148,Victor Valley Transit Authority,Full Reporter,Urban,DR,PT,,,124631,,,,,,50624,,,,,,
Full Reporter,90148,Victor Valley Transit Authority,Full Reporter,Urban,MB,PT,,,731444,,266443,,,,88734,,,,,,
Full Reporter,90148,Victor Valley Transit Authority,Full Reporter,Urban,VP,PT,,,,,10896,,,,306127,,,,,,
Full Reporter,90151,Southern California Regional Rail Authority,Full Reporter,Urban,CR,PT,,,,8293151,,,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,HR,DO,,,,,,82163176,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,LR,DO,,,,,,144995154,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,DO,,,28240353,,,,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,MB,PT,,,2097607,,,,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,RB,DO,,,627188,,,,,,,,,,,,
Full Reporter,90154,Los Angeles County Metropolitan Transportation Authority ,Full Reporter,Urban,VP,PT,,,,,58159,,,,1433393,,,,,,
Full Reporter,90156,City of San Luis Obispo,Full Reporter,Urban,MB,PT,,,,91095,,,,,2514,,,,,,
Full Reporter,90157,Access Services  ,Full Reporter,Urban,DR,PT,,,196608,,,,,,1709256,,,,,,
Full Reporter,90159,Western Contra Costa Transit Authority,Full Reporter,Urban,CB,PT,,,,107651,,,,,,,,,,,
Full Reporter,90159,Western Contra Costa Transit Authority,Full Reporter,Urban,DR,PT,,,,,,,,,31085,,,,,,
